rental_id,user_id,age,gender,start_time,end_time,start_station,end_station,duration_minutes,price
4189,U1537,30,M,2024-01-05 09:25:00,2024-01-05 09:39:00,Station Centre-Ville,Station Parc Central,14,7.4
4190,U5580,62,F,2025-10-10 19:57:00,2025-10-10 20:27:00,Station Stade,Station Souk,30,8.6
4191,U9579,41,M,2025-08-20 16:34:00,2025-08-20 16:56:00,Station Aéroport Bus,Station Gare,22,8.6
4192,U8239,37,M,2025-06-12 11:06:00,2025-06-12 11:16:00,Station Centre-Ville,Station Parc Central,10,6.2
4193,U5926,19,F,2024-04-20 12:50:00,2024-04-20 13:41:00,Station Stade,Station Marina,51,11.7
4194,U2800,54,M,2024-03-28 10:26:00,2024-03-28 10:50:00,Station Corniche,Station Marina,24,8.6
4195,U3158,35,M,2025-06-05 11:18:00,2025-06-05 11:37:00,Station Corniche,Station Marina,19,6.9
4196,U6217,63,M,2024-03-30 07:17:00,2024-03-30 07:45:00,Station Stade,Station Souk,28,8.6
4197,U9872,43,F,2024-03-04 14:09:00,2024-03-04 14:28:00,Station Souk,Station Stade,19,7.9
4198,U3948,25,F,2024-07-31 19:38:00,2024-07-31 20:09:00,Station Hôpital,Station Parc Central,31,9.8
4199,U8306,18,M,2024-05-26 19:06:00,2024-05-26 19:22:00,Station Quartier Administratif,Station Hôpital,16,7.4
4200,U3116,31,M,2025-04-15 12:09:00,2025-04-15 12:39:00,Station Université,Station Gare,30,8.1
4201,U8621,27,M,2024-11-12 08:34:00,2024-11-12 08:46:00,Station Quartier Administratif,Station Centre-Ville,12,7.4
4202,U6143,40,F,2024-07-10 19:18:00,2024-07-10 19:47:00,Station Marina,Station Centre-Ville,29,9.1
4203,U4070,57,F,2024-05-23 21:28:00,2024-05-23 21:52:00,Station Souk,Station Centre-Ville,24,8.6
4204,U2154,27,F,2024-02-21 11:41:00,2024-02-21 11:57:00,Station Aéroport Bus,Station Gare,16,7.9
4205,U9609,35,M,2024-02-17 13:58:00,2024-02-17 14:04:00,Station Gare,Station Aéroport Bus,6,6.7
4206,U4006,22,Autre,2025-03-26 13:35:00,2025-03-26 13:52:00,Station Technopark,Station Quartier Administratif,17,7.9
4207,U4542,65,F,2025-07-28 09:00:00,2025-07-28 09:35:00,Station Université,Station Technopark,35,9.8
4208,U1243,45,F,2024-12-16 16:25:00,2024-12-16 16:36:00,Station Centre-Ville,Station Gare,11,7.4
4209,U9378,52,F,2025-02-09 10:47:00,2025-02-09 11:32:00,Station Parc Central,Station Corniche,45,11.0
4210,U7134,29,F,2024-12-30 09:09:00,2024-12-30 09:19:00,Station Gare,Station Centre-Ville,10,6.2
4211,U5700,65,Autre,2024-06-21 01:14:00,2024-06-21 01:32:00,Station Corniche,Station Marina,18,7.4
4212,U9643,18,F,2025-02-21 15:37:00,2025-02-21 15:54:00,Station Gare,Station Centre-Ville,17,6.4
4213,U5207,62,M,2025-04-30 20:46:00,2025-04-30 21:40:00,Station Corniche,Station Centre-Ville,54,12.7
4214,U3572,21,F,2024-04-17 17:37:00,2024-04-17 18:25:00,Station Corniche,Station Quartier Administratif,48,11.0
4215,U6886,54,M,2024-02-29 21:02:00,2024-02-29 21:14:00,Station Parc Central,Station Université,12,7.4
4216,U2492,39,F,2025-05-30 13:56:00,2025-05-30 14:01:00,Station Corniche,Station Stade,5,5.2
4217,U9821,53,M,2024-07-26 11:53:00,2024-07-26 12:24:00,Station Souk,Station Hôpital,31,9.3
4218,U6435,30,F,2024-02-24 13:47:00,2024-02-24 14:03:00,Station Corniche,Station Marina,16,7.4
4219,U9318,45,F,2024-03-20 18:41:00,2024-03-20 19:14:00,Station Université,Station Gare,33,9.8
4220,U2244,29,F,2024-05-30 19:18:00,2024-05-30 19:25:00,Station Quartier Administratif,Station Hôpital,7,6.2
4221,U6867,38,M,2024-11-12 18:04:00,2024-11-12 18:24:00,Station Aéroport Bus,Station Gare,20,7.4
4222,U5861,30,F,2025-03-08 13:40:00,2025-03-08 13:59:00,Station Souk,Station Centre-Ville,19,6.9
4223,U6262,59,F,2025-09-19 18:24:00,2025-09-19 18:53:00,Station Technopark,Station Quartier Administratif,29,8.6
4224,U8281,61,M,2025-01-06 19:01:00,2025-01-06 19:34:00,Station Gare,Station Centre-Ville,33,8.8
4225,U5352,32,M,2025-08-21 14:56:00,2025-08-21 15:09:00,Station Aéroport Bus,Station Gare,13,7.4
4226,U3252,32,M,2024-07-09 12:00:00,2024-07-09 12:29:00,Station Centre-Ville,Station Souk,29,7.6
4227,U4864,47,M,2024-05-04 19:34:00,2024-05-04 19:51:00,Station Stade,Station Université,17,6.4
4228,U3001,65,F,2024-12-20 18:14:00,2024-12-20 18:27:00,Station Centre-Ville,Station Parc Central,13,7.4
4229,U5613,44,F,2025-05-26 17:07:00,2025-05-26 17:31:00,Station Gare,Station Centre-Ville,24,8.6
4230,U2586,18,M,2025-10-01 20:34:00,2025-10-01 20:59:00,Station Hôpital,Station Quartier Administratif,25,8.1
4231,U6791,62,M,2024-03-12 09:23:00,2024-03-12 09:45:00,Station Quartier Administratif,Station Hôpital,22,8.6
4232,U9839,22,F,2025-10-10 07:15:00,2025-10-10 07:47:00,Station Souk,Station Marina,32,9.8
4233,U1531,57,M,2025-07-29 17:10:00,2025-07-29 17:32:00,Station Souk,Station Stade,22,8.1
4234,U8957,32,M,2024-01-09 18:35:00,2024-01-09 18:40:00,Station Parc Central,Station Hôpital,5,6.2
4235,U8850,49,M,2025-05-23 11:42:00,2025-05-23 11:59:00,Station Marina,Station Centre-Ville,17,7.9
4236,U1559,48,M,2025-07-29 07:00:00,2025-07-29 07:29:00,Station Gare,Station Aéroport Bus,29,9.1
4237,U5347,55,M,2025-10-10 17:00:00,2025-10-10 17:25:00,Station Gare,Station Aéroport Bus,25,8.6
4238,U6823,59,F,2025-12-23 14:10:00,2025-12-23 14:21:00,Station Technopark,Station Université,11,7.9
4239,U3321,28,F,2025-08-20 01:11:00,2025-08-20 01:40:00,Station Stade,Station Parc Central,29,8.6
4240,U1756,27,M,2024-05-28 07:29:00,2024-05-28 07:52:00,Station Aéroport Bus,Station Gare,23,9.1
4241,U8550,26,M,2024-02-18 03:13:00,2024-02-18 03:48:00,Station Aéroport Bus,Station Gare,35,10.3
4242,U7931,33,M,2024-06-23 15:49:00,2024-06-23 15:55:00,Station Gare,Station Centre-Ville,6,6.2
4243,U6098,35,M,2024-09-01 13:27:00,2024-09-01 13:58:00,Station Aéroport Bus,Station Gare,31,9.8
4244,U3905,38,M,2025-10-17 09:35:00,2025-10-17 09:49:00,Station Université,Station Gare,14,6.9
4245,U1343,50,M,2025-08-31 15:19:00,2025-08-31 16:03:00,Station Souk,Station Technopark,44,10.0
4246,U2778,49,F,2025-05-28 17:24:00,2025-05-28 17:40:00,Station Centre-Ville,Station Parc Central,16,7.9
4247,U5736,54,M,2024-05-16 12:17:00,2024-05-16 12:42:00,Station Souk,Station Stade,25,7.6
4248,U8332,39,F,2024-12-27 16:17:00,2024-12-27 17:19:00,Station Aéroport Bus,Station Corniche,62,13.4
4249,U6960,18,M,2025-12-06 17:50:00,2025-12-06 18:01:00,Station Stade,Station Corniche,11,7.4
4250,U7195,28,F,2025-07-25 15:43:00,2025-07-25 16:08:00,Station Quartier Administratif,Station Parc Central,25,8.1
4251,U4100,42,Autre,2024-04-15 08:30:00,2024-04-15 08:56:00,Station Hôpital,Station Quartier Administratif,26,8.6
4252,U5024,45,F,2025-07-27 09:36:00,2025-07-27 10:08:00,Station Université,Station Gare,32,9.3
4253,U2324,25,M,2024-01-15 18:14:00,2024-01-15 18:35:00,Station Quartier Administratif,Station Technopark,21,9.1
4254,U7295,25,F,2025-07-15 22:14:00,2025-07-15 22:51:00,Station Gare,Station Technopark,37,9.8
4255,U1016,19,F,2025-06-24 16:40:00,2025-06-24 17:15:00,Station Quartier Administratif,Station Centre-Ville,35,9.3
4256,U3256,53,M,2024-12-28 12:23:00,2024-12-28 12:54:00,Station Marina,Station Corniche,31,9.8
4257,U7438,63,F,2025-05-26 13:59:00,2025-05-26 14:35:00,Station Quartier Administratif,Station Technopark,36,9.8
4258,U7850,24,F,2025-05-23 10:34:00,2025-05-23 10:59:00,Station Souk,Station Centre-Ville,25,8.6
4259,U8038,32,F,2024-01-25 12:49:00,2024-01-25 13:00:00,Station Gare,Station Aéroport Bus,11,7.9
4260,U4820,22,M,2025-11-07 15:05:00,2025-11-07 15:23:00,Station Souk,Station Hôpital,18,7.4
4261,U9198,19,M,2025-08-24 19:17:00,2025-08-24 19:29:00,Station Université,Station Technopark,12,7.4
4262,U5725,36,F,2025-04-25 08:01:00,2025-04-25 08:24:00,Station Centre-Ville,Station Quartier Administratif,23,8.1
4263,U9963,62,M,2024-11-21 05:09:00,2024-11-21 05:14:00,Station Hôpital,Station Quartier Administratif,5,5.7
4264,U2491,55,M,2024-09-19 14:38:00,2024-09-19 15:06:00,Station Souk,Station Stade,28,8.6
4265,U4967,25,F,2024-07-17 15:18:00,2024-07-17 15:32:00,Station Université,Station Parc Central,14,7.9
4266,U3312,61,M,2024-05-26 16:37:00,2024-05-26 17:00:00,Station Marina,Station Corniche,23,8.1
4267,U8595,32,M,2024-11-28 16:59:00,2024-11-28 17:06:00,Station Gare,Station Centre-Ville,7,5.7
4268,U6209,30,F,2025-01-08 05:43:00,2025-01-08 06:11:00,Station Université,Station Parc Central,28,8.6
4269,U9129,47,M,2024-03-09 06:49:00,2024-03-09 07:09:00,Station Marina,Station Centre-Ville,20,7.9
4270,U6114,19,M,2025-02-05 15:12:00,2025-02-05 15:33:00,Station Stade,Station Corniche,21,8.6
4271,U5407,28,M,2024-06-19 10:53:00,2024-06-19 11:15:00,Station Quartier Administratif,Station Centre-Ville,22,8.6
4272,U5402,30,M,2024-01-31 06:42:00,2024-01-31 07:18:00,Station Aéroport Bus,Station Gare,36,9.8
4273,U9780,25,Autre,2025-12-08 18:02:00,2025-12-08 18:07:00,Station Hôpital,Station Parc Central,5,6.2
4274,U6869,50,M,2024-11-06 08:49:00,2024-11-06 09:07:00,Station Stade,Station Parc Central,18,6.9
4275,U7881,55,F,2025-11-27 05:16:00,2025-11-27 05:28:00,Station Technopark,Station Université,12,7.4
4276,U2987,58,F,2024-09-04 07:55:00,2024-09-04 08:28:00,Station Université,Station Quartier Administratif,33,8.8
4277,U6718,40,F,2025-09-04 10:46:00,2025-09-04 11:05:00,Station Technopark,Station Quartier Administratif,19,6.9
4278,U6249,59,M,2024-03-20 07:59:00,2024-03-20 08:25:00,Station Hôpital,Station Parc Central,26,8.6
4279,U7179,19,M,2024-06-14 17:24:00,2024-06-14 17:55:00,Station Marina,Station Centre-Ville,31,9.3
4280,U9706,39,M,2024-02-20 11:49:00,2024-02-20 11:54:00,Station Marina,Station Corniche,5,6.7
4281,U8389,40,M,2024-11-10 17:57:00,2024-11-10 18:26:00,Station Hôpital,Station Parc Central,29,9.1
4282,U4029,31,F,2024-03-31 07:26:00,2024-03-31 07:46:00,Station Centre-Ville,Station Gare,20,7.4
4283,U3803,29,M,2025-04-10 08:25:00,2025-04-10 08:44:00,Station Parc Central,Station Université,19,7.4
4284,U8317,34,Autre,2025-09-23 07:52:00,2025-09-23 08:21:00,Station Marina,Station Centre-Ville,29,8.6
4285,U1557,39,M,2024-09-11 17:53:00,2024-09-11 18:07:00,Station Université,Station Parc Central,14,6.4
4286,U9993,41,M,2025-07-28 09:25:00,2025-07-28 09:39:00,Station Centre-Ville,Station Parc Central,14,7.4
4287,U8589,22,F,2025-10-07 17:52:00,2025-10-07 18:48:00,Station Hôpital,Station Marina,56,12.2
4288,U9116,59,F,2024-03-03 18:29:00,2024-03-03 18:46:00,Station Souk,Station Centre-Ville,17,7.4
4289,U6788,53,F,2025-08-20 19:38:00,2025-08-20 20:06:00,Station Centre-Ville,Station Gare,28,7.6
4290,U9910,41,M,2024-04-07 16:44:00,2024-04-07 16:51:00,Station Parc Central,Station Centre-Ville,7,6.2
4291,U9446,49,F,2025-08-27 19:50:00,2025-08-27 20:23:00,Station Marina,Station Corniche,33,9.8
4292,U9357,61,M,2025-03-04 07:15:00,2025-03-04 07:34:00,Station Souk,Station Stade,19,7.4
4293,U1942,62,F,2025-05-01 10:31:00,2025-05-01 10:59:00,Station Technopark,Station Université,28,8.6
4294,U7799,63,M,2024-03-14 09:17:00,2024-03-14 09:43:00,Station Aéroport Bus,Station Gare,26,8.6
4295,U8167,57,M,2025-05-29 21:17:00,2025-05-29 21:50:00,Station Stade,Station Souk,33,10.3
4296,U8309,42,F,2024-08-06 08:37:00,2024-08-06 09:08:00,Station Gare,Station Quartier Administratif,31,8.8
4297,U3419,44,F,2025-01-30 08:41:00,2025-01-30 09:02:00,Station Université,Station Gare,21,8.6
4298,U5980,55,F,2024-01-26 19:53:00,2024-01-26 19:58:00,Station Aéroport Bus,Station Gare,5,6.2
4299,U9186,55,F,2024-10-05 19:17:00,2024-10-05 19:35:00,Station Centre-Ville,Station Souk,18,7.9
4300,U5377,41,F,2024-09-29 17:34:00,2024-09-29 18:03:00,Station Marina,Station Centre-Ville,29,8.1
4301,U6547,29,M,2024-03-18 07:54:00,2024-03-18 08:22:00,Station Aéroport Bus,Station Marina,28,8.6
4302,U1689,32,F,2025-04-19 12:51:00,2025-04-19 13:24:00,Station Université,Station Hôpital,33,10.3
4303,U4559,54,M,2024-04-12 11:28:00,2024-04-12 11:55:00,Station Stade,Station Parc Central,27,9.1
4304,U3030,33,M,2024-10-14 18:49:00,2024-10-14 19:01:00,Station Gare,Station Centre-Ville,12,6.4
4305,U2014,32,M,2024-09-07 06:38:00,2024-09-07 07:11:00,Station Marina,Station Corniche,33,9.3
4306,U7723,50,F,2024-06-04 12:42:00,2024-06-04 12:50:00,Station Parc Central,Station Souk,8,5.2
4307,U9847,30,F,2024-02-03 11:14:00,2024-02-03 11:34:00,Station Centre-Ville,Station Technopark,20,6.4
4308,U6587,64,F,2025-01-20 14:58:00,2025-01-20 15:29:00,Station Souk,Station Stade,31,9.8
4309,U7142,36,M,2025-07-28 10:18:00,2025-07-28 10:35:00,Station Technopark,Station Quartier Administratif,17,7.4
4310,U5015,57,M,2025-05-23 07:04:00,2025-05-23 07:21:00,Station Souk,Station Centre-Ville,17,6.4
4311,U9226,28,F,2025-12-24 07:00:00,2025-12-24 08:01:00,Station Hôpital,Station Stade,61,13.4
4312,U9958,33,F,2025-05-31 17:59:00,2025-05-31 18:10:00,Station Gare,Station Aéroport Bus,11,6.4
4313,U2927,21,F,2025-10-04 19:46:00,2025-10-04 20:20:00,Station Quartier Administratif,Station Hôpital,34,9.8
4314,U4804,61,M,2024-02-24 19:08:00,2024-02-24 19:36:00,Station Hôpital,Station Quartier Administratif,28,9.1
4315,U2548,38,F,2025-03-29 07:33:00,2025-03-29 08:02:00,Station Hôpital,Station Parc Central,29,8.6
4316,U2130,43,F,2024-07-11 16:34:00,2024-07-11 16:43:00,Station Marina,Station Centre-Ville,9,5.2
4317,U8944,28,M,2024-05-13 18:49:00,2024-05-13 19:00:00,Station Hôpital,Station Parc Central,11,7.4
4318,U1239,25,M,2025-12-28 21:20:00,2025-12-28 22:02:00,Station Quartier Administratif,Station Centre-Ville,42,11.0
4319,U4037,32,F,2025-11-17 11:01:00,2025-11-17 11:24:00,Station Centre-Ville,Station Gare,23,8.1
4320,U4089,35,F,2024-03-25 07:52:00,2024-03-25 08:15:00,Station Marina,Station Corniche,23,8.6
4321,U5855,27,M,2024-07-04 07:21:00,2024-07-04 07:29:00,Station Université,Station Stade,8,5.2
4322,U7979,65,F,2024-07-03 18:54:00,2024-07-03 18:59:00,Station Souk,Station Centre-Ville,5,6.2
4323,U7263,33,F,2025-03-05 08:13:00,2025-03-05 08:30:00,Station Corniche,Station Stade,17,7.4
4324,U6466,18,M,2025-01-02 08:22:00,2025-01-02 09:31:00,Station Centre-Ville,Station Technopark,69,12.4
4325,U1179,21,M,2024-02-05 09:55:00,2024-02-05 10:12:00,Station Marina,Station Corniche,17,7.9
4326,U2274,44,Autre,2025-09-23 08:55:00,2025-09-23 09:28:00,Station Technopark,Station Quartier Administratif,33,9.8
4327,U2894,21,M,2025-10-01 15:40:00,2025-10-01 16:06:00,Station Marina,Station Centre-Ville,26,8.6
4328,U1162,56,F,2024-03-25 07:23:00,2024-03-25 07:40:00,Station Souk,Station Centre-Ville,17,7.4
4329,U2906,54,F,2024-08-09 17:46:00,2024-08-09 18:24:00,Station Corniche,Station Souk,38,8.8
4330,U1352,24,M,2025-12-12 12:57:00,2025-12-12 13:12:00,Station Aéroport Bus,Station Gare,15,6.9
4331,U1820,61,M,2025-07-18 08:02:00,2025-07-18 08:42:00,Station Université,Station Technopark,40,10.3
4332,U6897,44,F,2024-10-01 20:09:00,2024-10-01 20:38:00,Station Université,Station Gare,29,9.1
4333,U9006,63,F,2024-07-07 10:19:00,2024-07-07 10:31:00,Station Hôpital,Station Parc Central,12,7.9
4334,U4485,40,M,2024-01-22 18:49:00,2024-01-22 19:10:00,Station Corniche,Station Marina,21,8.6
4335,U4255,61,F,2025-12-28 17:52:00,2025-12-28 18:08:00,Station Gare,Station Centre-Ville,16,7.4
4336,U8439,61,M,2024-02-09 17:06:00,2024-02-09 17:22:00,Station Marina,Station Corniche,16,7.4
4337,U5618,46,M,2025-09-29 07:36:00,2025-09-29 07:50:00,Station Aéroport Bus,Station Gare,14,7.4
4338,U3940,56,M,2024-07-28 16:35:00,2024-07-28 16:49:00,Station Centre-Ville,Station Parc Central,14,7.4
4339,U8718,56,F,2025-08-23 13:24:00,2025-08-23 13:52:00,Station Souk,Station Stade,28,8.6
4340,U1012,33,M,2024-05-08 17:35:00,2024-05-08 18:00:00,Station Marina,Station Corniche,25,7.6
4341,U9841,20,M,2024-09-22 15:44:00,2024-09-22 16:14:00,Station Gare,Station Stade,30,8.6
4342,U5463,26,Autre,2024-07-17 17:00:00,2024-07-17 17:27:00,Station Parc Central,Station Université,27,8.6
4343,U7013,37,F,2024-01-30 19:56:00,2024-01-30 21:03:00,Station Aéroport Bus,Station Centre-Ville,67,13.4
4344,U2541,48,M,2025-12-10 19:12:00,2025-12-10 20:10:00,Station Corniche,Station Souk,58,11.2
4345,U1782,48,F,2024-08-31 19:52:00,2024-08-31 20:11:00,Station Centre-Ville,Station Quartier Administratif,19,6.4
4346,U4168,41,F,2024-04-21 10:27:00,2024-04-21 10:56:00,Station Gare,Station Centre-Ville,29,9.1
4347,U8638,41,M,2024-03-22 19:22:00,2024-03-22 19:34:00,Station Université,Station Technopark,12,7.4
4348,U7608,65,F,2025-01-17 19:23:00,2025-01-17 19:39:00,Station Parc Central,Station Stade,16,7.4
4349,U5831,63,Autre,2024-06-17 18:06:00,2024-06-17 18:23:00,Station Technopark,Station Quartier Administratif,17,6.4
4350,U5701,35,M,2024-12-12 08:05:00,2024-12-12 08:18:00,Station Corniche,Station Stade,13,7.4
4351,U4436,54,F,2025-02-23 07:28:00,2025-02-23 08:02:00,Station Université,Station Gare,34,9.8
4352,U7013,53,F,2024-02-09 17:48:00,2024-02-09 18:13:00,Station Technopark,Station Université,25,8.6
4353,U5108,32,M,2024-10-08 11:38:00,2024-10-08 12:03:00,Station Université,Station Parc Central,25,8.6
4354,U2313,52,F,2024-06-03 09:35:00,2024-06-03 09:56:00,Station Souk,Station Centre-Ville,21,8.6
4355,U6987,48,Autre,2025-05-05 19:47:00,2025-05-05 20:43:00,Station Centre-Ville,Station Hôpital,56,12.2
4356,U4093,47,M,2025-06-12 10:02:00,2025-06-12 10:25:00,Station Gare,Station Centre-Ville,23,8.6
4357,U3185,56,F,2025-09-19 18:37:00,2025-09-19 18:49:00,Station Aéroport Bus,Station Gare,12,7.4
4358,U5449,61,M,2025-07-07 13:04:00,2025-07-07 13:09:00,Station Corniche,Station Stade,5,5.2
4359,U2467,27,F,2025-08-11 13:33:00,2025-08-11 14:40:00,Station Hôpital,Station Technopark,67,13.4
4360,U6430,56,M,2024-07-07 12:01:00,2024-07-07 12:08:00,Station Centre-Ville,Station Souk,7,6.2
4361,U9913,49,F,2025-11-27 18:18:00,2025-11-27 18:44:00,Station Université,Station Aéroport Bus,26,8.6
4362,U4864,51,M,2024-06-17 08:18:00,2024-06-17 08:39:00,Station Université,Station Parc Central,21,8.6
4363,U2553,65,M,2024-10-28 08:29:00,2024-10-28 09:00:00,Station Technopark,Station Université,31,9.8
4364,U5518,20,M,2024-07-12 19:20:00,2024-07-12 19:46:00,Station Aéroport Bus,Station Gare,26,8.1
4365,U7726,63,F,2024-11-17 01:01:00,2024-11-17 01:29:00,Station Quartier Administratif,Station Technopark,28,8.6
4366,U3385,34,M,2025-08-14 11:13:00,2025-08-14 11:28:00,Station Stade,Station Corniche,15,7.4
4367,U1779,52,M,2025-05-27 10:51:00,2025-05-27 11:30:00,Station Parc Central,Station Marina,39,9.8
4368,U3601,46,F,2024-01-28 07:03:00,2024-01-28 07:27:00,Station Université,Station Technopark,24,8.6
4369,U7627,49,F,2024-09-04 10:58:00,2024-09-04 11:18:00,Station Hôpital,Station Parc Central,20,6.4
4370,U8820,26,M,2024-10-14 19:21:00,2024-10-14 19:34:00,Station Université,Station Parc Central,13,7.4
4371,U3465,45,M,2025-11-24 10:50:00,2025-11-24 11:29:00,Station Technopark,Station Quartier Administratif,39,8.8
4372,U1766,22,F,2025-05-17 15:40:00,2025-05-17 15:53:00,Station Université,Station Parc Central,13,7.9
4373,U8366,43,M,2025-08-17 18:10:00,2025-08-17 18:41:00,Station Technopark,Station Quartier Administratif,31,10.3
4374,U4770,52,M,2024-09-30 21:47:00,2024-09-30 22:15:00,Station Stade,Station Corniche,28,8.6
4375,U6339,24,M,2024-09-15 21:45:00,2024-09-15 22:11:00,Station Hôpital,Station Parc Central,26,7.6
4376,U7919,40,M,2025-05-01 19:40:00,2025-05-01 19:48:00,Station Aéroport Bus,Station Marina,8,6.2
4377,U3197,65,F,2024-09-26 10:13:00,2024-09-26 10:36:00,Station Technopark,Station Université,23,8.1
4378,U3246,48,F,2024-07-06 18:58:00,2024-07-06 19:03:00,Station Hôpital,Station Quartier Administratif,5,6.2
4379,U8821,52,M,2024-07-31 09:40:00,2024-07-31 10:26:00,Station Souk,Station Hôpital,46,10.5
4380,U9564,18,F,2025-09-27 18:30:00,2025-09-27 18:53:00,Station Hôpital,Station Quartier Administratif,23,8.6
4381,U2072,20,M,2024-12-04 14:41:00,2024-12-04 15:13:00,Station Stade,Station Corniche,32,8.8
4382,U2059,32,F,2024-03-03 07:54:00,2024-03-03 08:21:00,Station Aéroport Bus,Station Gare,27,8.6
4383,U3402,32,M,2025-04-17 14:46:00,2025-04-17 15:07:00,Station Marina,Station Corniche,21,8.6
4384,U8003,54,F,2024-03-22 12:35:00,2024-03-22 12:40:00,Station Gare,Station Centre-Ville,5,5.7
4385,U2910,19,M,2024-07-13 19:16:00,2024-07-13 20:02:00,Station Hôpital,Station Gare,46,10.5
4386,U8392,53,F,2025-10-02 19:38:00,2025-10-02 20:11:00,Station Hôpital,Station Parc Central,33,9.8
4387,U2418,47,F,2024-01-10 17:32:00,2024-01-10 17:51:00,Station Technopark,Station Quartier Administratif,19,7.4
4388,U9398,53,F,2024-03-11 19:17:00,2024-03-11 19:39:00,Station Corniche,Station Marina,22,7.6
4389,U5167,46,M,2025-08-20 19:17:00,2025-08-20 19:22:00,Station Centre-Ville,Station Souk,5,5.7
4390,U3796,23,F,2024-01-08 10:58:00,2024-01-08 11:11:00,Station Corniche,Station Quartier Administratif,13,7.4
4391,U5432,21,Autre,2024-07-30 18:27:00,2024-07-30 18:49:00,Station Technopark,Station Université,22,8.6
4392,U9104,21,M,2024-11-22 21:25:00,2024-11-22 21:33:00,Station Quartier Administratif,Station Hôpital,8,6.2
4393,U9765,59,F,2024-03-08 07:14:00,2024-03-08 07:33:00,Station Université,Station Technopark,19,7.4
4394,U4088,37,F,2025-12-20 13:57:00,2025-12-20 14:17:00,Station Souk,Station Stade,20,7.4
4395,U6878,53,M,2025-05-07 19:58:00,2025-05-07 20:29:00,Station Hôpital,Station Quartier Administratif,31,9.8
4396,U3022,30,M,2025-02-01 08:28:00,2025-02-01 09:03:00,Station Marina,Station Centre-Ville,35,10.3
4397,U5885,21,M,2025-09-13 10:35:00,2025-09-13 10:50:00,Station Centre-Ville,Station Souk,15,7.9
4398,U6521,32,M,2024-10-24 14:15:00,2024-10-24 15:00:00,Station Technopark,Station Souk,45,11.0
4399,U5704,29,F,2024-03-06 19:12:00,2024-03-06 19:27:00,Station Gare,Station Aéroport Bus,15,7.4
4400,U5075,50,F,2024-05-28 11:36:00,2024-05-28 12:32:00,Station Corniche,Station Gare,56,12.7
4401,U1678,55,M,2025-04-17 12:08:00,2025-04-17 12:35:00,Station Technopark,Station Université,27,8.6
4402,U6403,45,M,2024-11-11 14:28:00,2024-11-11 14:39:00,Station Centre-Ville,Station Gare,11,7.9
4403,U9909,31,F,2025-04-07 15:06:00,2025-04-07 15:39:00,Station Aéroport Bus,Station Quartier Administratif,33,8.8
4404,U2778,46,Autre,2024-05-25 11:28:00,2024-05-25 11:52:00,Station Université,Station Technopark,24,7.6
4405,U8827,64,M,2024-02-14 17:10:00,2024-02-14 17:50:00,Station Hôpital,Station Quartier Administratif,40,9.8
4406,U3173,60,F,2025-11-01 17:20:00,2025-11-01 17:44:00,Station Université,Station Technopark,24,8.6
4407,U6290,28,M,2024-10-04 07:44:00,2024-10-04 08:03:00,Station Centre-Ville,Station Gare,19,7.4
4408,U1229,37,F,2025-10-14 19:37:00,2025-10-14 20:06:00,Station Université,Station Technopark,29,8.6
4409,U1458,54,F,2024-02-09 13:03:00,2024-02-09 13:08:00,Station Centre-Ville,Station Gare,5,6.2
4410,U1137,60,M,2025-03-22 08:35:00,2025-03-22 08:53:00,Station Quartier Administratif,Station Centre-Ville,18,7.4
4411,U4044,64,F,2024-06-15 14:37:00,2024-06-15 14:52:00,Station Technopark,Station Université,15,6.9
4412,U2546,38,F,2025-03-31 14:59:00,2025-03-31 16:13:00,Station Université,Station Quartier Administratif,74,14.6
4413,U1601,33,F,2025-02-23 09:39:00,2025-02-23 09:59:00,Station Marina,Station Corniche,20,7.9
4414,U9955,60,M,2025-12-26 06:24:00,2025-12-26 06:34:00,Station Hôpital,Station Aéroport Bus,10,6.2
4415,U2459,43,M,2025-12-26 18:54:00,2025-12-26 19:18:00,Station Quartier Administratif,Station Technopark,24,8.6
4416,U8829,23,M,2024-06-08 18:54:00,2024-06-08 19:24:00,Station Hôpital,Station Parc Central,30,9.1
4417,U7075,50,F,2024-07-28 07:50:00,2024-07-28 08:29:00,Station Souk,Station Stade,39,9.8
4418,U7171,55,M,2025-02-25 08:14:00,2025-02-25 08:34:00,Station Parc Central,Station Université,20,7.4
4419,U4005,59,F,2025-02-04 13:26:00,2025-02-04 13:44:00,Station Marina,Station Centre-Ville,18,6.4
4420,U9822,23,M,2024-03-27 13:44:00,2024-03-27 13:57:00,Station Souk,Station Centre-Ville,13,6.4
4421,U7276,20,F,2025-02-05 07:41:00,2025-02-05 08:02:00,Station Stade,Station Parc Central,21,7.6
4422,U6435,40,F,2025-07-23 13:16:00,2025-07-23 13:43:00,Station Parc Central,Station Université,27,8.1
4423,U9336,27,M,2024-10-23 11:29:00,2024-10-23 11:49:00,Station Technopark,Station Université,20,6.4
4424,U8609,28,F,2024-01-27 10:00:00,2024-01-27 10:14:00,Station Souk,Station Centre-Ville,14,7.9
4425,U4385,43,M,2025-04-13 19:16:00,2025-04-13 19:47:00,Station Corniche,Station Aéroport Bus,31,9.3
4426,U8308,52,F,2025-03-04 17:25:00,2025-03-04 17:53:00,Station Marina,Station Technopark,28,8.6
4427,U3469,47,F,2024-08-13 16:04:00,2024-08-13 16:39:00,Station Technopark,Station Quartier Administratif,35,9.8
